id,REF_AREA,TIME_PERIOD,URBAN_HEAT_VALUE,TERRITORIAL_LEVEL
IT075F2018,IT075F,2018,0.9,FUA
IT075F2019,IT075F,2019,1.2,FUA
IT075F2020,IT075F,2020,0.9,FUA
IT075F2021,IT075F,2021,0.9,FUA
JPN21F2011,JPN21F,2011,1.4,FUA
JPN21F2012,JPN21F,2012,1.6,FUA
JPN21F2013,JPN21F,2013,1.4,FUA
JPN21F2014,JPN21F,2014,1.7,FUA
JPN21F2015,JPN21F,2015,1.7,FUA
JPN21F2016,JPN21F,2016,1.6,FUA
JPN21F2017,JPN21F,2017,1.4,FUA
JPN21F2018,JPN21F,2018,1.7,FUA
JPN21F2019,JPN21F,2019,1.7,FUA
JPN21F2020,JPN21F,2020,1.6,FUA
JPN21F2021,JPN21F,2021,1.8,FUA
USA26F2011,USA26F,2011,2.6,FUA
USA26F2012,USA26F,2012,2.6,FUA
USA26F2013,USA26F,2013,2.8,FUA
USA26F2014,USA26F,2014,3.1,FUA
USA26F2015,USA26F,2015,2.8,FUA
USA26F2016,USA26F,2016,2.7,FUA
USA26F2017,USA26F,2017,2.9,FUA
USA26F2018,USA26F,2018,2.7,FUA
USA26F2019,USA26F,2019,2.7,FUA
USA26F2020,USA26F,2020,2.7,FUA
USA26F2021,USA26F,2021,2.9,FUA
MEX35F2011,MEX35F,2011,0.7,FUA
MEX35F2012,MEX35F,2012,0.6,FUA
MEX35F2013,MEX35F,2013,0.2,FUA
MEX35F2014,MEX35F,2014,1.7,FUA
MEX35F2015,MEX35F,2015,1.5,FUA
MEX35F2016,MEX35F,2016,0.6,FUA
MEX35F2017,MEX35F,2017,0.6,FUA
MEX35F2018,MEX35F,2018,0.8,FUA
MEX35F2019,MEX35F,2019,0.9,FUA
MEX35F2020,MEX35F,2020,0.2,FUA
MEX35F2021,MEX35F,2021,0.9,FUA
RO006F2011,RO006F,2011,0.7,FUA
RO006F2012,RO006F,2012,0.8,FUA
RO006F2013,RO006F,2013,1.5,FUA
RO006F2014,RO006F,2014,1.6,FUA
RO006F2015,RO006F,2015,1.3,FUA
RO006F2016,RO006F,2016,1.8,FUA
RO006F2017,RO006F,2017,2.0,FUA
RO006F2018,RO006F,2018,1.3,FUA
RO006F2019,RO006F,2019,1.1,FUA
RO006F2020,RO006F,2020,1.2,FUA
RO006F2021,RO006F,2021,0.9,FUA
RO032F2011,RO032F,2011,0.7,FUA
RO032F2012,RO032F,2012,0.8,FUA
RO032F2013,RO032F,2013,1.6,FUA
RO032F2014,RO032F,2014,1.4,FUA
RO032F2015,RO032F,2015,0.5,FUA
RO032F2016,RO032F,2016,0.9,FUA
RO032F2017,RO032F,2017,1.0,FUA
RO032F2018,RO032F,2018,1.3,FUA
RO032F2019,RO032F,2019,0.9,FUA
RO032F2020,RO032F,2020,0.9,FUA
RO032F2021,RO032F,2021,1.1,FUA
ES079F2011,ES079F,2011,1.5,FUA
ES079F2012,ES079F,2012,0.8,FUA
ES079F2013,ES079F,2013,1.3,FUA
ES079F2014,ES079F,2014,1.1,FUA
ES079F2015,ES079F,2015,1.0,FUA
ES079F2016,ES079F,2016,1.4,FUA
ES079F2017,ES079F,2017,1.2,FUA
ES079F2018,ES079F,2018,1.5,FUA
ES079F2019,ES079F,2019,1.1,FUA
ES079F2020,ES079F,2020,1.1,FUA
ES079F2021,ES079F,2021,1.3,FUA
IE005F2011,IE005F,2011,2.0,FUA
IE005F2012,IE005F,2012,1.7,FUA
IE005F2013,IE005F,2013,2.4,FUA
IE005F2014,IE005F,2014,1.4,FUA
IE005F2015,IE005F,2015,2.1,FUA
IE005F2016,IE005F,2016,1.8,FUA
IE005F2017,IE005F,2017,2.6,FUA
IE005F2018,IE005F,2018,2.2,FUA
IE005F2019,IE005F,2019,2.4,FUA
IE005F2020,IE005F,2020,2.4,FUA
IE005F2021,IE005F,2021,2.4,FUA
CL004F2011,CL004F,2011,-8.3,FUA
CL004F2012,CL004F,2012,-8.4,FUA
CL004F2013,CL004F,2013,-8.7,FUA
CL004F2014,CL004F,2014,-9.1,FUA
CL004F2015,CL004F,2015,-8.8,FUA
CL004F2016,CL004F,2016,-8.5,FUA
CL004F2017,CL004F,2017,-8.1,FUA
CL004F2018,CL004F,2018,-8.7,FUA
CL004F2019,CL004F,2019,-9.0,FUA
CL004F2020,CL004F,2020,-9.0,FUA
CL004F2021,CL004F,2021,-8.8,FUA
ES010F2011,ES010F,2011,-1.0,FUA
ES010F2012,ES010F,2012,-1.5,FUA
ES010F2013,ES010F,2013,-0.6,FUA
ES010F2014,ES010F,2014,-1.0,FUA
ES010F2015,ES010F,2015,-0.9,FUA
ES010F2016,ES010F,2016,-1.2,FUA
ES010F2017,ES010F,2017,-0.8,FUA
ES010F2018,ES010F,2018,0.2,FUA
ES010F2019,ES010F,2019,-1.0,FUA
ES010F2020,ES010F,2020,-0.8,FUA
ES010F2021,ES010F,2021,-0.8,FUA
RO011F2011,RO011F,2011,-0.8,FUA
RO011F2012,RO011F,2012,0.3,FUA
RO011F2013,RO011F,2013,0.2,FUA
RO011F2014,RO011F,2014,-0.2,FUA
RO011F2015,RO011F,2015,-1.4,FUA
RO011F2016,RO011F,2016,-1.4,FUA
RO011F2017,RO011F,2017,-0.3,FUA
RO011F2018,RO011F,2018,-0.3,FUA
RO011F2019,RO011F,2019,-0.2,FUA
RO011F2020,RO011F,2020,-1.6,FUA
RO011F2021,RO011F,2021,-0.7,FUA
USA182F2011,USA182F,2011,2.7,FUA
USA182F2012,USA182F,2012,2.8,FUA
USA182F2013,USA182F,2013,2.7,FUA
USA182F2014,USA182F,2014,2.7,FUA
USA182F2015,USA182F,2015,2.7,FUA
USA182F2016,USA182F,2016,2.6,FUA
USA182F2017,USA182F,2017,2.6,FUA
USA182F2018,USA182F,2018,2.9,FUA
USA182F2019,USA182F,2019,3.0,FUA
USA182F2020,USA182F,2020,2.9,FUA
USA182F2021,USA182F,2021,2.6,FUA
USA90F2011,USA90F,2011,3.1,FUA
USA90F2012,USA90F,2012,3.0,FUA
USA90F2013,USA90F,2013,2.9,FUA
USA90F2014,USA90F,2014,3.3,FUA
USA90F2015,USA90F,2015,3.2,FUA
USA90F2016,USA90F,2016,3.3,FUA
USA90F2017,USA90F,2017,3.0,FUA
USA90F2018,USA90F,2018,3.0,FUA
USA90F2019,USA90F,2019,3.2,FUA
USA90F2020,USA90F,2020,3.0,FUA
USA90F2021,USA90F,2021,3.2,FUA
CL023F2011,CL023F,2011,1.4,FUA
CL023F2012,CL023F,2012,1.4,FUA
CL023F2013,CL023F,2013,1.7,FUA
CL023F2014,CL023F,2014,1.7,FUA
CL023F2015,CL023F,2015,1.7,FUA
CL023F2016,CL023F,2016,1.5,FUA
CL023F2017,CL023F,2017,1.5,FUA
CL023F2018,CL023F,2018,1.7,FUA
CL023F2019,CL023F,2019,1.4,FUA
CL023F2020,CL023F,2020,1.6,FUA
CL023F2021,CL023F,2021,1.6,FUA
MEX42F2011,MEX42F,2011,0.7,FUA
MEX42F2012,MEX42F,2012,0.5,FUA
MEX42F2013,MEX42F,2013,0.7,FUA
MEX42F2014,MEX42F,2014,1.3,FUA
MEX42F2015,MEX42F,2015,1.9,FUA
MEX42F2016,MEX42F,2016,1.9,FUA
MEX42F2017,MEX42F,2017,1.7,FUA
MEX42F2018,MEX42F,2018,2.0,FUA
MEX42F2019,MEX42F,2019,1.2,FUA
MEX42F2020,MEX42F,2020,1.0,FUA
MEX42F2021,MEX42F,2021,1.3,FUA
ES037F2011,ES037F,2011,2.7,FUA
ES037F2012,ES037F,2012,2.8,FUA
ES037F2013,ES037F,2013,2.7,FUA
ES037F2014,ES037F,2014,2.8,FUA
ES037F2015,ES037F,2015,3.3,FUA
ES037F2016,ES037F,2016,2.7,FUA
ES037F2017,ES037F,2017,2.6,FUA
ES037F2018,ES037F,2018,2.9,FUA
ES037F2019,ES037F,2019,2.4,FUA
ES037F2020,ES037F,2020,2.6,FUA
ES037F2021,ES037F,2021,2.6,FUA
ES025F2011,ES025F,2011,1.3,FUA
ES025F2012,ES025F,2012,1.3,FUA
ES025F2013,ES025F,2013,1.3,FUA
ES025F2014,ES025F,2014,1.4,FUA
ES025F2015,ES025F,2015,1.4,FUA
ES025F2016,ES025F,2016,1.2,FUA
ES025F2017,ES025F,2017,1.4,FUA
ES025F2018,ES025F,2018,1.2,FUA
ES025F2019,ES025F,2019,1.5,FUA
ES025F2020,ES025F,2020,1.2,FUA
ES025F2021,ES025F,2021,1.6,FUA
DE079F2011,DE079F,2011,1.1,FUA
DE079F2012,DE079F,2012,1.6,FUA
DE079F2013,DE079F,2013,2.0,FUA
DE079F2014,DE079F,2014,1.3,FUA
DE079F2015,DE079F,2015,0.9,FUA
DE079F2016,DE079F,2016,0.9,FUA
DE079F2017,DE079F,2017,1.3,FUA
DE079F2018,DE079F,2018,0.7,FUA
DE079F2019,DE079F,2019,1.1,FUA
DE079F2020,DE079F,2020,0.9,FUA
DE079F2021,DE079F,2021,0.9,FUA
DE108F2011,DE108F,2011,1.3,FUA
DE108F2012,DE108F,2012,1.4,FUA
DE108F2013,DE108F,2013,1.6,FUA
DE108F2014,DE108F,2014,1.3,FUA
DE108F2015,DE108F,2015,1.5,FUA
DE108F2016,DE108F,2016,1.5,FUA
DE108F2017,DE108F,2017,1.6,FUA
DE108F2018,DE108F,2018,1.5,FUA
DE108F2019,DE108F,2019,1.5,FUA
DE108F2020,DE108F,2020,1.3,FUA
DE108F2021,DE108F,2021,1.4,FUA
DE101F2011,DE101F,2011,1.2,FUA
DE101F2012,DE101F,2012,1.2,FUA
DE101F2013,DE101F,2013,1.4,FUA
DE101F2014,DE101F,2014,1.5,FUA
DE101F2015,DE101F,2015,1.5,FUA
DE101F2016,DE101F,2016,1.4,FUA
DE101F2017,DE101F,2017,1.6,FUA
DE101F2018,DE101F,2018,1.2,FUA
DE101F2019,DE101F,2019,1.7,FUA
DE101F2020,DE101F,2020,1.4,FUA
DE101F2021,DE101F,2021,1.7,FUA
KOR05F2011,KOR05F,2011,2.2,FUA
KOR05F2012,KOR05F,2012,2.6,FUA
KOR05F2013,KOR05F,2013,2.4,FUA
KOR05F2014,KOR05F,2014,2.7,FUA
KOR05F2015,KOR05F,2015,2.9,FUA
KOR05F2016,KOR05F,2016,2.5,FUA
KOR05F2017,KOR05F,2017,2.6,FUA
KOR05F2018,KOR05F,2018,2.5,FUA
KOR05F2019,KOR05F,2019,2.5,FUA
KOR05F2020,KOR05F,2020,2.5,FUA
KOR05F2021,KOR05F,2021,2.3,FUA
CAN17F2011,CAN17F,2011,1.3,FUA
CAN17F2012,CAN17F,2012,0.6,FUA
CAN17F2013,CAN17F,2013,1.2,FUA
CAN17F2014,CAN17F,2014,1.3,FUA
CAN17F2015,CAN17F,2015,1.5,FUA
CAN17F2016,CAN17F,2016,0.8,FUA
CAN17F2017,CAN17F,2017,1.3,FUA
CAN17F2018,CAN17F,2018,1.4,FUA
CAN17F2019,CAN17F,2019,1.5,FUA
CAN17F2020,CAN17F,2020,0.8,FUA
CAN17F2021,CAN17F,2021,1.6,FUA
MEX12F2011,MEX12F,2011,-0.5,FUA
MEX12F2012,MEX12F,2012,-0.4,FUA
MEX12F2013,MEX12F,2013,-0.6,FUA
MEX12F2014,MEX12F,2014,-0.8,FUA
MEX12F2015,MEX12F,2015,-0.6,FUA
MEX12F2016,MEX12F,2016,-0.7,FUA
MEX12F2017,MEX12F,2017,-1.3,FUA
MEX12F2018,MEX12F,2018,-0.8,FUA
MEX12F2019,MEX12F,2019,-1.3,FUA
MEX12F2020,MEX12F,2020,-1.2,FUA
MEX12F2021,MEX12F,2021,-1.3,FUA
EL013F2011,EL013F,2011,-0.8,FUA
EL013F2012,EL013F,2012,-0.1,FUA
EL013F2013,EL013F,2013,0.0,FUA
EL013F2014,EL013F,2014,-0.4,FUA
EL013F2015,EL013F,2015,-0.2,FUA
EL013F2016,EL013F,2016,-0.7,FUA
EL013F2017,EL013F,2017,-0.8,FUA
EL013F2018,EL013F,2018,-0.6,FUA
EL013F2019,EL013F,2019,-0.5,FUA
EL013F2020,EL013F,2020,-0.9,FUA
EL013F2021,EL013F,2021,-0.5,FUA
UK018F2011,UK018F,2011,2.0,FUA
UK018F2012,UK018F,2012,2.1,FUA
UK018F2013,UK018F,2013,2.3,FUA
UK018F2014,UK018F,2014,2.1,FUA
UK018F2015,UK018F,2015,2.2,FUA
UK018F2016,UK018F,2016,2.0,FUA
UK018F2017,UK018F,2017,2.2,FUA
UK018F2018,UK018F,2018,1.9,FUA
UK018F2019,UK018F,2019,2.1,FUA
UK018F2020,UK018F,2020,1.8,FUA
UK018F2021,UK018F,2021,2.1,FUA
UK568F2011,UK568F,2011,1.1,FUA
UK568F2012,UK568F,2012,1.2,FUA
UK568F2013,UK568F,2013,1.1,FUA
UK568F2014,UK568F,2014,1.5,FUA
UK568F2015,UK568F,2015,1.1,FUA
UK568F2016,UK568F,2016,1.2,FUA
UK568F2017,UK568F,2017,1.4,FUA
UK568F2018,UK568F,2018,0.7,FUA
UK568F2019,UK568F,2019,1.0,FUA
UK568F2020,UK568F,2020,0.8,FUA
UK568F2021,UK568F,2021,1.2,FUA
IT011F2011,IT011F,2011,0.4,FUA
IT011F2012,IT011F,2012,0.4,FUA
IT011F2013,IT011F,2013,0.7,FUA
IT011F2014,IT011F,2014,0.8,FUA
IT011F2015,IT011F,2015,0.6,FUA
IT011F2016,IT011F,2016,0.6,FUA
IT011F2017,IT011F,2017,0.4,FUA
IT011F2018,IT011F,2018,0.7,FUA
IT011F2019,IT011F,2019,0.6,FUA
IT011F2020,IT011F,2020,0.5,FUA
IT011F2021,IT011F,2021,0.5,FUA
IT002F2011,IT002F,2011,0.7,FUA
IT002F2012,IT002F,2012,1.7,FUA
IT002F2013,IT002F,2013,1.4,FUA
IT002F2014,IT002F,2014,1.0,FUA
IT002F2015,IT002F,2015,1.2,FUA
IT002F2016,IT002F,2016,1.0,FUA
IT002F2017,IT002F,2017,1.2,FUA
IT002F2018,IT002F,2018,1.3,FUA
IT002F2019,IT002F,2019,0.9,FUA
IT002F2020,IT002F,2020,0.8,FUA
IT002F2021,IT002F,2021,0.7,FUA
MEX02F2011,MEX02F,2011,2.1,FUA
MEX02F2012,MEX02F,2012,2.2,FUA
MEX02F2013,MEX02F,2013,1.9,FUA
MEX02F2014,MEX02F,2014,2.6,FUA
MEX02F2015,MEX02F,2015,3.0,FUA
MEX02F2016,MEX02F,2016,2.5,FUA
MEX02F2017,MEX02F,2017,2.1,FUA
MEX02F2018,MEX02F,2018,2.2,FUA
MEX02F2019,MEX02F,2019,2.2,FUA
MEX02F2020,MEX02F,2020,2.4,FUA
MEX02F2021,MEX02F,2021,1.7,FUA
RO002F2011,RO002F,2011,1.7,FUA
RO002F2012,RO002F,2012,2.3,FUA
RO002F2013,RO002F,2013,2.2,FUA
RO002F2014,RO002F,2014,2.3,FUA
RO002F2015,RO002F,2015,2.1,FUA
RO002F2016,RO002F,2016,2.8,FUA
RO002F2017,RO002F,2017,2.2,FUA
RO002F2018,RO002F,2018,2.2,FUA
RO002F2019,RO002F,2019,1.8,FUA
RO002F2020,RO002F,2020,1.7,FUA
RO002F2021,RO002F,2021,2.3,FUA
PL009F2011,PL009F,2011,1.6,FUA
PL009F2012,PL009F,2012,2.5,FUA
PL009F2013,PL009F,2013,1.8,FUA
PL009F2014,PL009F,2014,2.7,FUA
PL009F2015,PL009F,2015,1.7,FUA
PL009F2016,PL009F,2016,1.7,FUA
PL009F2017,PL009F,2017,2.8,FUA
PL009F2018,PL009F,2018,2.3,FUA
PL009F2019,PL009F,2019,2.0,FUA
PL009F2020,PL009F,2020,2.1,FUA
PL009F2021,PL009F,2021,2.2,FUA
EL001F2011,EL001F,2011,1.2,FUA
EL001F2012,EL001F,2012,1.0,FUA
EL001F2013,EL001F,2013,1.0,FUA
EL001F2014,EL001F,2014,0.9,FUA
EL001F2015,EL001F,2015,1.1,FUA
EL001F2016,EL001F,2016,0.7,FUA
EL001F2017,EL001F,2017,0.8,FUA
EL001F2018,EL001F,2018,0.8,FUA
EL001F2019,EL001F,2019,1.2,FUA
EL001F2020,EL001F,2020,1.3,FUA
EL001F2021,EL001F,2021,1.3,FUA
USA72F2011,USA72F,2011,-0.8,FUA
USA72F2012,USA72F,2012,-2.1,FUA
USA72F2013,USA72F,2013,-1.6,FUA
USA72F2014,USA72F,2014,-1.7,FUA
USA72F2015,USA72F,2015,-1.4,FUA
USA72F2016,USA72F,2016,-1.3,FUA
USA72F2017,USA72F,2017,-1.1,FUA
USA72F2018,USA72F,2018,-1.7,FUA
USA72F2019,USA72F,2019,-1.3,FUA
USA72F2020,USA72F,2020,-1.7,FUA
USA72F2021,USA72F,2021,-1.9,FUA
PT009F2011,PT009F,2011,-0.6,FUA
PT009F2012,PT009F,2012,-1.1,FUA
PT009F2013,PT009F,2013,-0.6,FUA
PT009F2014,PT009F,2014,-0.6,FUA
PT009F2015,PT009F,2015,-1.0,FUA
PT009F2016,PT009F,2016,-0.7,FUA
PT009F2017,PT009F,2017,-0.7,FUA
PT009F2018,PT009F,2018,-0.6,FUA
PT009F2019,PT009F,2019,-0.6,FUA
PT009F2020,PT009F,2020,-0.8,FUA
PT009F2021,PT009F,2021,-0.8,FUA
USA15F2011,USA15F,2011,3.3,FUA
USA15F2012,USA15F,2012,2.7,FUA
USA15F2013,USA15F,2013,4.3,FUA
USA15F2014,USA15F,2014,4.6,FUA
USA15F2015,USA15F,2015,3.0,FUA
USA15F2016,USA15F,2016,3.0,FUA
USA15F2017,USA15F,2017,2.4,FUA
USA15F2018,USA15F,2018,4.5,FUA
USA15F2019,USA15F,2019,2.9,FUA
USA15F2020,USA15F,2020,3.6,FUA
USA15F2021,USA15F,2021,3.4,FUA
USA127F2011,USA127F,2011,2.8,FUA
USA127F2012,USA127F,2012,2.7,FUA
USA127F2013,USA127F,2013,2.5,FUA
USA127F2014,USA127F,2014,2.4,FUA
USA127F2015,USA127F,2015,2.5,FUA
USA127F2016,USA127F,2016,2.0,FUA
USA127F2017,USA127F,2017,2.4,FUA
USA127F2018,USA127F,2018,2.3,FUA
USA127F2019,USA127F,2019,2.7,FUA
USA127F2020,USA127F,2020,2.3,FUA
USA127F2021,USA127F,2021,2.5,FUA
USA13F2011,USA13F,2011,3.2,FUA
USA13F2012,USA13F,2012,2.6,FUA
USA13F2013,USA13F,2013,3.2,FUA
USA13F2014,USA13F,2014,3.6,FUA
USA13F2015,USA13F,2015,4.4,FUA
USA13F2016,USA13F,2016,2.7,FUA
USA13F2017,USA13F,2017,2.8,FUA
USA13F2018,USA13F,2018,2.9,FUA
USA13F2019,USA13F,2019,2.9,FUA
USA13F2020,USA13F,2020,2.6,FUA
USA13F2021,USA13F,2021,3.0,FUA
USA103F2011,USA103F,2011,3.5,FUA
USA103F2012,USA103F,2012,3.4,FUA
USA103F2013,USA103F,2013,3.5,FUA
USA103F2014,USA103F,2014,3.3,FUA
USA103F2015,USA103F,2015,3.6,FUA
USA103F2016,USA103F,2016,3.1,FUA
USA103F2017,USA103F,2017,3.6,FUA
USA103F2018,USA103F,2018,3.8,FUA
USA103F2019,USA103F,2019,3.8,FUA
USA103F2020,USA103F,2020,3.5,FUA
USA103F2021,USA103F,2021,3.6,FUA
USA07F2011,USA07F,2011,1.5,FUA
USA07F2012,USA07F,2012,2.2,FUA
USA07F2013,USA07F,2013,2.0,FUA
USA07F2014,USA07F,2014,2.3,FUA
USA07F2015,USA07F,2015,2.6,FUA
USA07F2016,USA07F,2016,2.8,FUA
USA07F2017,USA07F,2017,2.3,FUA
USA07F2018,USA07F,2018,2.2,FUA
USA07F2019,USA07F,2019,2.9,FUA
USA07F2020,USA07F,2020,2.9,FUA
USA07F2021,USA07F,2021,2.5,FUA
MEX25F2011,MEX25F,2011,-0.7,FUA
MEX25F2012,MEX25F,2012,0.3,FUA
MEX25F2013,MEX25F,2013,-0.8,FUA
MEX25F2014,MEX25F,2014,0.6,FUA
MEX25F2015,MEX25F,2015,0.8,FUA
MEX25F2016,MEX25F,2016,-0.3,FUA
MEX25F2017,MEX25F,2017,-0.6,FUA
MEX25F2018,MEX25F,2018,0.0,FUA
MEX25F2019,MEX25F,2019,-0.5,FUA
MEX25F2020,MEX25F,2020,-0.7,FUA
MEX25F2021,MEX25F,2021,0.3,FUA
TR016F2011,TR016F,2011,0.3,FUA
TR016F2012,TR016F,2012,0.8,FUA
TR016F2013,TR016F,2013,-0.5,FUA
TR016F2014,TR016F,2014,-0.9,FUA
TR016F2015,TR016F,2015,-0.2,FUA
TR016F2016,TR016F,2016,-0.1,FUA
TR016F2017,TR016F,2017,0.3,FUA
TR016F2018,TR016F,2018,0.2,FUA
TR016F2019,TR016F,2019,-0.0,FUA
TR016F2020,TR016F,2020,0.2,FUA
TR016F2021,TR016F,2021,-0.4,FUA
FR037F2011,FR037F,2011,0.7,FUA
FR037F2012,FR037F,2012,0.6,FUA
FR037F2013,FR037F,2013,0.8,FUA
FR037F2014,FR037F,2014,0.8,FUA
FR037F2015,FR037F,2015,0.7,FUA
FR037F2016,FR037F,2016,0.6,FUA
FR037F2017,FR037F,2017,0.5,FUA
FR037F2018,FR037F,2018,0.9,FUA
FR037F2019,FR037F,2019,0.6,FUA
FR037F2020,FR037F,2020,0.9,FUA
FR037F2021,FR037F,2021,0.8,FUA
DE063F2011,DE063F,2011,1.3,FUA
DE063F2012,DE063F,2012,2.5,FUA
DE063F2013,DE063F,2013,2.7,FUA
DE063F2014,DE063F,2014,2.0,FUA
DE063F2015,DE063F,2015,2.3,FUA
DE063F2016,DE063F,2016,1.8,FUA
DE063F2017,DE063F,2017,2.7,FUA
DE063F2018,DE063F,2018,2.2,FUA
DE063F2019,DE063F,2019,2.8,FUA
DE063F2020,DE063F,2020,2.0,FUA
DE063F2021,DE063F,2021,2.5,FUA
DE124F2011,DE124F,2011,1.3,FUA
DE124F2012,DE124F,2012,1.5,FUA
DE124F2013,DE124F,2013,1.6,FUA
DE124F2014,DE124F,2014,1.7,FUA
DE124F2015,DE124F,2015,1.8,FUA
DE124F2016,DE124F,2016,1.7,FUA
DE124F2017,DE124F,2017,1.7,FUA
DE124F2018,DE124F,2018,1.8,FUA
DE124F2019,DE124F,2019,1.8,FUA
DE124F2020,DE124F,2020,1.8,FUA
DE124F2021,DE124F,2021,1.7,FUA
DE089F2011,DE089F,2011,1.1,FUA
DE089F2012,DE089F,2012,1.6,FUA
DE089F2013,DE089F,2013,2.2,FUA
DE089F2014,DE089F,2014,1.8,FUA
DE089F2015,DE089F,2015,1.6,FUA
DE089F2016,DE089F,2016,1.3,FUA
DE089F2017,DE089F,2017,1.5,FUA
DE089F2018,DE089F,2018,1.6,FUA
DE089F2019,DE089F,2019,1.8,FUA
DE089F2020,DE089F,2020,1.4,FUA
DE089F2021,DE089F,2021,2.0,FUA
HU011F2011,HU011F,2011,-0.3,FUA
HU011F2012,HU011F,2012,-0.2,FUA
HU011F2013,HU011F,2013,0.3,FUA
HU011F2014,HU011F,2014,0.7,FUA
HU011F2015,HU011F,2015,-0.4,FUA
HU011F2016,HU011F,2016,0.3,FUA
HU011F2017,HU011F,2017,0.4,FUA
HU011F2018,HU011F,2018,-0.0,FUA
HU011F2019,HU011F,2019,-0.1,FUA
HU011F2020,HU011F,2020,-0.2,FUA
HU011F2021,HU011F,2021,-0.4,FUA
JPN34F2011,JPN34F,2011,3.4,FUA
JPN34F2012,JPN34F,2012,4.0,FUA
JPN34F2013,JPN34F,2013,3.7,FUA
JPN34F2014,JPN34F,2014,3.6,FUA
JPN34F2015,JPN34F,2015,3.9,FUA
JPN34F2016,JPN34F,2016,3.7,FUA
JPN34F2017,JPN34F,2017,3.9,FUA
JPN34F2018,JPN34F,2018,3.5,FUA
JPN34F2019,JPN34F,2019,3.8,FUA
JPN34F2020,JPN34F,2020,3.4,FUA
JPN34F2021,JPN34F,2021,3.6,FUA
JPN11F2011,JPN11F,2011,3.2,FUA
JPN11F2012,JPN11F,2012,3.7,FUA
JPN11F2013,JPN11F,2013,3.7,FUA
JPN11F2014,JPN11F,2014,3.3,FUA
JPN11F2015,JPN11F,2015,3.5,FUA
JPN11F2016,JPN11F,2016,3.6,FUA
JPN11F2017,JPN11F,2017,3.6,FUA
JPN11F2018,JPN11F,2018,3.6,FUA
JPN11F2019,JPN11F,2019,3.7,FUA
JPN11F2020,JPN11F,2020,3.7,FUA
JPN11F2021,JPN11F,2021,3.5,FUA
IT066F2011,IT066F,2011,0.7,FUA
IT066F2012,IT066F,2012,1.1,FUA
IT066F2013,IT066F,2013,1.0,FUA
IT066F2014,IT066F,2014,1.0,FUA
IT066F2015,IT066F,2015,1.0,FUA
IT066F2016,IT066F,2016,0.9,FUA
IT066F2017,IT066F,2017,0.7,FUA
IT066F2018,IT066F,2018,1.0,FUA
IT066F2019,IT066F,2019,0.9,FUA
IT066F2020,IT066F,2020,0.9,FUA
IT066F2021,IT066F,2021,0.8,FUA
AUS16F2011,AUS16F,2011,0.7,FUA
AUS16F2012,AUS16F,2012,0.6,FUA
AUS16F2013,AUS16F,2013,1.0,FUA
AUS16F2014,AUS16F,2014,0.4,FUA
AUS16F2015,AUS16F,2015,0.4,FUA
AUS16F2016,AUS16F,2016,1.1,FUA
AUS16F2017,AUS16F,2017,1.0,FUA
AUS16F2018,AUS16F,2018,1.0,FUA
AUS16F2019,AUS16F,2019,0.2,FUA
AUS16F2020,AUS16F,2020,1.0,FUA
AUS16F2021,AUS16F,2021,1.0,FUA
USA75F2011,USA75F,2011,0.7,FUA
USA75F2012,USA75F,2012,1.0,FUA
USA75F2013,USA75F,2013,1.6,FUA
USA75F2014,USA75F,2014,1.2,FUA
USA75F2015,USA75F,2015,1.2,FUA
USA75F2016,USA75F,2016,1.4,FUA
USA75F2017,USA75F,2017,0.9,FUA
USA75F2018,USA75F,2018,1.4,FUA
USA75F2019,USA75F,2019,1.5,FUA
USA75F2020,USA75F,2020,1.5,FUA
USA75F2021,USA75F,2021,1.4,FUA
UK582F2011,UK582F,2011,1.3,FUA
UK582F2012,UK582F,2012,1.7,FUA
UK582F2013,UK582F,2013,1.5,FUA
UK582F2014,UK582F,2014,1.3,FUA
UK582F2015,UK582F,2015,1.3,FUA
UK582F2016,UK582F,2016,1.5,FUA
UK582F2017,UK582F,2017,1.2,FUA
UK582F2018,UK582F,2018,1.3,FUA
UK582F2019,UK582F,2019,1.2,FUA
UK582F2020,UK582F,2020,1.0,FUA
UK582F2021,UK582F,2021,1.6,FUA
COL35F2011,COL35F,2011,4.8,FUA
COL35F2012,COL35F,2012,5.7,FUA
COL35F2013,COL35F,2013,5.6,FUA
COL35F2014,COL35F,2014,5.1,FUA
COL35F2015,COL35F,2015,4.9,FUA
COL35F2016,COL35F,2016,6.7,FUA
COL35F2017,COL35F,2017,5.6,FUA
COL35F2018,COL35F,2018,5.6,FUA
COL35F2019,COL35F,2019,5.1,FUA
COL35F2020,COL35F,2020,5.2,FUA
COL35F2021,COL35F,2021,5.3,FUA
DE035F2011,DE035F,2011,-0.5,FUA
DE035F2012,DE035F,2012,-0.4,FUA
DE035F2013,DE035F,2013,0.5,FUA
DE035F2014,DE035F,2014,0.1,FUA
DE035F2015,DE035F,2015,-0.1,FUA
DE035F2016,DE035F,2016,0.2,FUA
DE035F2017,DE035F,2017,-0.1,FUA
DE035F2018,DE035F,2018,-0.1,FUA
DE035F2019,DE035F,2019,0.3,FUA
DE035F2020,DE035F,2020,-0.1,FUA
DE035F2021,DE035F,2021,-0.1,FUA
KOR11F2011,KOR11F,2011,1.7,FUA
KOR11F2012,KOR11F,2012,2.0,FUA
KOR11F2013,KOR11F,2013,1.7,FUA
KOR11F2014,KOR11F,2014,1.7,FUA
