id,REF_AREA,TIME_PERIOD,HEAT_VALUE,TERRITORIAL_LEVEL
ES063F2010,ES063F,2010,17,FUA
ES063F2009,ES063F,2009,25,FUA
ES063F2008,ES063F,2008,17,FUA
ES063F2007,ES063F,2007,14,FUA
ES063F2006,ES063F,2006,28,FUA
ES063F2005,ES063F,2005,21,FUA
ES063F2004,ES063F,2004,20,FUA
ES063F2003,ES063F,2003,39,FUA
ES063F2002,ES063F,2002,13,FUA
ES063F2001,ES063F,2001,17,FUA
ES063F2000,ES063F,2000,24,FUA
ES063F1999,ES063F,1999,15,FUA
ES063F1998,ES063F,1998,21,FUA
DE019F2004,DE019F,2004,16,FUA
DE019F1987,DE019F,1987,5,FUA
DE019F1986,DE019F,1986,9,FUA
DE019F1985,DE019F,1985,4,FUA
DE019F1984,DE019F,1984,5,FUA
DE019F1983,DE019F,1983,22,FUA
DE019F1982,DE019F,1982,15,FUA
DE019F1981,DE019F,1981,7,FUA
DE019F2003,DE019F,2003,36,FUA
DE019F2002,DE019F,2002,9,FUA
DE019F2001,DE019F,2001,14,FUA
DE019F2000,DE019F,2000,5,FUA
DE019F1999,DE019F,1999,9,FUA
DE019F1998,DE019F,1998,12,FUA
DE019F1997,DE019F,1997,14,FUA
DE019F1996,DE019F,1996,5,FUA
DE019F1995,DE019F,1995,19,FUA
DE019F1994,DE019F,1994,25,FUA
DE019F1993,DE019F,1993,11,FUA
DE019F1992,DE019F,1992,12,FUA
DE019F1991,DE019F,1991,15,FUA
DE019F1990,DE019F,1990,17,FUA
DE019F1989,DE019F,1989,10,FUA
DE019F1988,DE019F,1988,6,FUA
DE019F2021,DE019F,2021,9,FUA
DE019F2020,DE019F,2020,21,FUA
DE019F2019,DE019F,2019,26,FUA
DE019F2018,DE019F,2018,40,FUA
DE019F2017,DE019F,2017,17,FUA
DE019F2016,DE019F,2016,20,FUA
DE019F2015,DE019F,2015,26,FUA
DE019F2014,DE019F,2014,9,FUA
DE019F2013,DE019F,2013,15,FUA
DE019F2012,DE019F,2012,16,FUA
DE019F2011,DE019F,2011,7,FUA
DE019F2010,DE019F,2010,16,FUA
DE019F2009,DE019F,2009,11,FUA
DE019F2008,DE019F,2008,11,FUA
DE019F2007,DE019F,2007,6,FUA
DE019F2006,DE019F,2006,26,FUA
USA119F1987,USA119F,1987,153,FUA
USA119F1986,USA119F,1986,172,FUA
USA119F1985,USA119F,1985,157,FUA
USA119F1984,USA119F,1984,150,FUA
USA119F1983,USA119F,1983,132,FUA
USA119F1982,USA119F,1982,159,FUA
USA119F1981,USA119F,1981,151,FUA
USA119F2002,USA119F,2002,174,FUA
USA119F2001,USA119F,2001,136,FUA
USA119F2000,USA119F,2000,149,FUA
USA119F1999,USA119F,1999,155,FUA
USA119F1998,USA119F,1998,161,FUA
USA119F1997,USA119F,1997,134,FUA
USA119F1996,USA119F,1996,152,FUA
USA119F1995,USA119F,1995,140,FUA
USA119F1994,USA119F,1994,149,FUA
USA119F1993,USA119F,1993,147,FUA
USA119F1992,USA119F,1992,144,FUA
USA119F1991,USA119F,1991,156,FUA
USA119F1990,USA119F,1990,161,FUA
USA119F1989,USA119F,1989,146,FUA
USA119F1988,USA119F,1988,137,FUA
USA119F2021,USA119F,2021,152,FUA
USA119F2020,USA119F,2020,157,FUA
USA119F2019,USA119F,2019,177,FUA
USA119F2018,USA119F,2018,170,FUA
USA119F2017,USA119F,2017,170,FUA
USA119F2016,USA119F,2016,168,FUA
USA119F2015,USA119F,2015,171,FUA
USA119F2014,USA119F,2014,147,FUA
USA119F2013,USA119F,2013,142,FUA
USA119F2012,USA119F,2012,159,FUA
USA119F2011,USA119F,2011,155,FUA
USA119F2010,USA119F,2010,150,FUA
USA119F2009,USA119F,2009,155,FUA
USA119F2008,USA119F,2008,141,FUA
USA119F2007,USA119F,2007,161,FUA
USA119F2006,USA119F,2006,159,FUA
USA119F2005,USA119F,2005,153,FUA
USA119F2004,USA119F,2004,151,FUA
DE002C2004,DE002C,2004,1,CITY
DE002C1987,DE002C,1987,1,CITY
DE002C1986,DE002C,1986,4,CITY
DE002C1985,DE002C,1985,0,CITY
DE002C1984,DE002C,1984,2,CITY
DE002C1983,DE002C,1983,10,CITY
DE002C1982,DE002C,1982,7,CITY
DE002C1981,DE002C,1981,3,CITY
DE002C2003,DE002C,2003,17,CITY
DE002C2002,DE002C,2002,8,CITY
DE002C2001,DE002C,2001,6,CITY
DE002C2000,DE002C,2000,4,CITY
DE002C1999,DE002C,1999,3,CITY
DE002C1998,DE002C,1998,4,CITY
DE002C1997,DE002C,1997,3,CITY
DE002C1996,DE002C,1996,2,CITY
DE002C1995,DE002C,1995,15,CITY
DE002C1994,DE002C,1994,16,CITY
DE002C1993,DE002C,1993,0,CITY
DE002C1992,DE002C,1992,4,CITY
DE002C1991,DE002C,1991,3,CITY
DE002C1990,DE002C,1990,4,CITY
DE002C1989,DE002C,1989,4,CITY
DE002C1988,DE002C,1988,1,CITY
DE002C2021,DE002C,2021,5,CITY
DE002C2020,DE002C,2020,13,CITY
DE002C2019,DE002C,2019,11,CITY
DE002C2018,DE002C,2018,20,CITY
DE002C2017,DE002C,2017,1,CITY
DE002C2016,DE002C,2016,9,CITY
DE002C2015,DE002C,2015,8,CITY
DE002C2014,DE002C,2014,7,CITY
DE002C2013,DE002C,2013,9,CITY
DE002C2012,DE002C,2012,2,CITY
DE002C2011,DE002C,2011,1,CITY
DE002C2010,DE002C,2010,11,CITY
DE002C2009,DE002C,2009,2,CITY
DE002C2008,DE002C,2008,5,CITY
DE002C2007,DE002C,2007,3,CITY
DE002C2006,DE002C,2006,13,CITY
UK004C2007,UK004C,2007,0,CITY
UK004C1988,UK004C,1988,0,CITY
UK004C1987,UK004C,1987,0,CITY
UK004C1986,UK004C,1986,0,CITY
UK004C1985,UK004C,1985,0,CITY
UK004C1984,UK004C,1984,0,CITY
UK004C1983,UK004C,1983,2,CITY
UK004C1982,UK004C,1982,0,CITY
UK004C1981,UK004C,1981,0,CITY
UK004C2006,UK004C,2006,1,CITY
UK004C2005,UK004C,2005,0,CITY
UK004C2004,UK004C,2004,0,CITY
UK004C2003,UK004C,2003,1,CITY
UK004C2002,UK004C,2002,0,CITY
UK004C2001,UK004C,2001,0,CITY
UK004C2000,UK004C,2000,0,CITY
UK004C1999,UK004C,1999,0,CITY
UK004C1998,UK004C,1998,0,CITY
UK004C1997,UK004C,1997,0,CITY
UK004C1996,UK004C,1996,0,CITY
UK004C1995,UK004C,1995,0,CITY
UK004C1994,UK004C,1994,0,CITY
UK004C1993,UK004C,1993,0,CITY
UK004C1992,UK004C,1992,0,CITY
UK004C1991,UK004C,1991,0,CITY
UK004C1990,UK004C,1990,0,CITY
UK004C1989,UK004C,1989,2,CITY
UK004C2021,UK004C,2021,1,CITY
UK004C2020,UK004C,2020,0,CITY
UK004C2019,UK004C,2019,0,CITY
UK004C2018,UK004C,2018,2,CITY
UK004C2017,UK004C,2017,0,CITY
UK004C2016,UK004C,2016,0,CITY
UK004C2015,UK004C,2015,0,CITY
UK004C2014,UK004C,2014,0,CITY
UK004C2013,UK004C,2013,0,CITY
UK004C2012,UK004C,2012,0,CITY
UK004C2011,UK004C,2011,0,CITY
UK004C2010,UK004C,2010,0,CITY
UK004C2009,UK004C,2009,0,CITY
FR048F2004,FR048F,2004,28,FUA
FR048F1987,FR048F,1987,17,FUA
FR048F1986,FR048F,1986,19,FUA
FR048F1985,FR048F,1985,15,FUA
FR048F1984,FR048F,1984,10,FUA
FR048F1983,FR048F,1983,25,FUA
FR048F1982,FR048F,1982,13,FUA
FR048F1981,FR048F,1981,8,FUA
FR048F2003,FR048F,2003,56,FUA
FR048F2002,FR048F,2002,20,FUA
FR048F2001,FR048F,2001,23,FUA
FR048F2000,FR048F,2000,18,FUA
FR048F1999,FR048F,1999,16,FUA
FR048F1998,FR048F,1998,22,FUA
FR048F1997,FR048F,1997,21,FUA
FR048F1996,FR048F,1996,6,FUA
FR048F1995,FR048F,1995,25,FUA
FR048F1994,FR048F,1994,41,FUA
FR048F1993,FR048F,1993,16,FUA
FR048F1992,FR048F,1992,20,FUA
FR048F1991,FR048F,1991,22,FUA
FR048F1990,FR048F,1990,17,FUA
FR048F1989,FR048F,1989,17,FUA
FR048F1988,FR048F,1988,13,FUA
FR048F2021,FR048F,2021,13,FUA
FR048F2020,FR048F,2020,41,FUA
FR048F2019,FR048F,2019,48,FUA
FR048F2018,FR048F,2018,43,FUA
FR048F2017,FR048F,2017,46,FUA
FR048F2016,FR048F,2016,34,FUA
FR048F2015,FR048F,2015,36,FUA
FR048F2014,FR048F,2014,11,FUA
FR048F2013,FR048F,2013,20,FUA
FR048F2012,FR048F,2012,29,FUA
FR048F2011,FR048F,2011,20,FUA
FR048F2010,FR048F,2010,29,FUA
FR048F2009,FR048F,2009,36,FUA
FR048F2008,FR048F,2008,19,FUA
FR048F2007,FR048F,2007,17,FUA
FR048F2006,FR048F,2006,38,FUA
RO012F2004,RO012F,2004,38,FUA
RO012F1987,RO012F,1987,42,FUA
RO012F1986,RO012F,1986,50,FUA
RO012F1985,RO012F,1985,29,FUA
RO012F1984,RO012F,1984,21,FUA
RO012F1983,RO012F,1983,31,FUA
RO012F1982,RO012F,1982,32,FUA
RO012F1981,RO012F,1981,37,FUA
RO012F2003,RO012F,2003,63,FUA
RO012F2002,RO012F,2002,47,FUA
RO012F2001,RO012F,2001,55,FUA
RO012F2000,RO012F,2000,50,FUA
RO012F1999,RO012F,1999,47,FUA
RO012F1998,RO012F,1998,51,FUA
RO012F1997,RO012F,1997,28,FUA
RO012F1996,RO012F,1996,42,FUA
RO012F1995,RO012F,1995,33,FUA
RO012F1994,RO012F,1994,61,FUA
RO012F1993,RO012F,1993,41,FUA
RO012F1992,RO012F,1992,41,FUA
RO012F1991,RO012F,1991,38,FUA
RO012F1990,RO012F,1990,51,FUA
RO012F1989,RO012F,1989,39,FUA
RO012F1988,RO012F,1988,50,FUA
RO012F2021,RO012F,2021,54,FUA
RO012F2020,RO012F,2020,72,FUA
RO012F2019,RO012F,2019,65,FUA
RO012F2018,RO012F,2018,60,FUA
RO012F2017,RO012F,2017,63,FUA
RO012F2016,RO012F,2016,63,FUA
RO012F2015,RO012F,2015,60,FUA
RO012F2014,RO012F,2014,45,FUA
RO012F2013,RO012F,2013,50,FUA
RO012F2012,RO012F,2012,79,FUA
RO012F2011,RO012F,2011,57,FUA
RO012F2010,RO012F,2010,58,FUA
RO012F2009,RO012F,2009,63,FUA
RO012F2008,RO012F,2008,67,FUA
RO012F2007,RO012F,2007,66,FUA
RO012F2006,RO012F,2006,57,FUA
BG007F2004,BG007F,2004,57,FUA
BG007F1987,BG007F,1987,65,FUA
BG007F1986,BG007F,1986,48,FUA
BG007F1985,BG007F,1985,51,FUA
BG007F1984,BG007F,1984,34,FUA
BG007F1983,BG007F,1983,56,FUA
BG007F1982,BG007F,1982,50,FUA
BG007F1981,BG007F,1981,45,FUA
BG007F2003,BG007F,2003,78,FUA
BG007F2002,BG007F,2002,61,FUA
BG007F2001,BG007F,2001,63,FUA
BG007F2000,BG007F,2000,73,FUA
BG007F1999,BG007F,1999,66,FUA
BG007F1998,BG007F,1998,64,FUA
BG007F1997,BG007F,1997,47,FUA
BG007F1996,BG007F,1996,50,FUA
BG007F1995,BG007F,1995,56,FUA
BG007F1994,BG007F,1994,84,FUA
BG007F1993,BG007F,1993,69,FUA
BG007F1992,BG007F,1992,59,FUA
BG007F1991,BG007F,1991,42,FUA
BG007F1990,BG007F,1990,53,FUA
BG007F1989,BG007F,1989,42,FUA
BG007F1988,BG007F,1988,59,FUA
BG007F2021,BG007F,2021,78,FUA
BG007F2020,BG007F,2020,79,FUA
BG007F2019,BG007F,2019,82,FUA
BG007F2018,BG007F,2018,72,FUA
BG007F2017,BG007F,2017,81,FUA
BG007F2016,BG007F,2016,74,FUA
BG007F2015,BG007F,2015,76,FUA
BG007F2014,BG007F,2014,50,FUA
BG007F2013,BG007F,2013,67,FUA
BG007F2012,BG007F,2012,90,FUA
BG007F2011,BG007F,2011,72,FUA
BG007F2010,BG007F,2010,61,FUA
BG007F2009,BG007F,2009,71,FUA
BG007F2008,BG007F,2008,77,FUA
BG007F2007,BG007F,2007,71,FUA
BG007F2006,BG007F,2006,58,FUA
USA68C1998,USA68C,1998,30,CITY
USA68C1997,USA68C,1997,23,CITY
USA68C1996,USA68C,1996,19,CITY
USA68C1995,USA68C,1995,48,CITY
USA68C1994,USA68C,1994,18,CITY
USA68C1993,USA68C,1993,26,CITY
USA68C1992,USA68C,1992,8,CITY
USA68C1991,USA68C,1991,50,CITY
USA68C1990,USA68C,1990,19,CITY
USA68C1989,USA68C,1989,29,CITY
USA68C1988,USA68C,1988,53,CITY
USA68C1987,USA68C,1987,48,CITY
USA68C1986,USA68C,1986,23,CITY
USA68C1985,USA68C,1985,12,CITY
USA68C1984,USA68C,1984,23,CITY
USA68C1983,USA68C,1983,54,CITY
USA68C1982,USA68C,1982,31,CITY
USA68C1981,USA68C,1981,21,CITY
USA68C2021,USA68C,2021,41,CITY
USA68C2020,USA68C,2020,47,CITY
USA68C2019,USA68C,2019,33,CITY
USA68C2018,USA68C,2018,49,CITY
USA68C2017,USA68C,2017,30,CITY
USA68C2016,USA68C,2016,43,CITY
USA68C2015,USA68C,2015,18,CITY
USA68C2014,USA68C,2014,17,CITY
USA68C2013,USA68C,2013,27,CITY
USA68C2012,USA68C,2012,54,CITY
USA68C2011,USA68C,2011,44,CITY
USA68C2010,USA68C,2010,45,CITY
USA68C2009,USA68C,2009,12,CITY
USA68C2008,USA68C,2008,22,CITY
USA68C2007,USA68C,2007,50,CITY
USA68C2006,USA68C,2006,34,CITY
USA68C2005,USA68C,2005,51,CITY
USA68C2004,USA68C,2004,17,CITY
USA68C2003,USA68C,2003,26,CITY
USA68C2002,USA68C,2002,51,CITY
USA68C2001,USA68C,2001,34,CITY
USA68C2000,USA68C,2000,10,CITY
DE056C2004,DE056C,2004,2,CITY
DE056C1987,DE056C,1987,3,CITY
DE056C1986,DE056C,1986,3,CITY
DE056C1985,DE056C,1985,6,CITY
DE056C1984,DE056C,1984,3,CITY
DE056C1983,DE056C,1983,13,CITY
DE056C1982,DE056C,1982,7,CITY
DE056C1981,DE056C,1981,4,CITY
DE056C2003,DE056C,2003,25,CITY
DE056C2002,DE056C,2002,7,CITY
DE056C2001,DE056C,2001,6,CITY
DE056C2000,DE056C,2000,10,CITY
DE056C1999,DE056C,1999,2,CITY
DE056C1998,DE056C,1998,8,CITY
DE056C1997,DE056C,1997,4,CITY
DE056C1996,DE056C,1996,2,CITY
DE056C1995,DE056C,1995,10,CITY
DE056C1994,DE056C,1994,24,CITY
DE056C1993,DE056C,1993,4,CITY
DE056C1992,DE056C,1992,9,CITY
DE056C1991,DE056C,1991,5,CITY
DE056C1990,DE056C,1990,6,CITY
DE056C1989,DE056C,1989,5,CITY
DE056C1988,DE056C,1988,1,CITY
DE056C2021,DE056C,2021,4,CITY
DE056C2020,DE056C,2020,10,CITY
DE056C2019,DE056C,2019,16,CITY
DE056C2018,DE056C,2018,23,CITY
DE056C2017,DE056C,2017,6,CITY
DE056C2016,DE056C,2016,8,CITY
DE056C2015,DE056C,2015,26,CITY
DE056C2014,DE056C,2014,11,CITY
DE056C2013,DE056C,2013,16,CITY
DE056C2012,DE056C,2012,11,CITY
DE056C2011,DE056C,2011,7,CITY
DE056C2010,DE056C,2010,12,CITY
DE056C2009,DE056C,2009,3,CITY
DE056C2008,DE056C,2008,6,CITY
DE056C2007,DE056C,2007,4,CITY
DE056C2006,DE056C,2006,16,CITY
DE094F1997,DE094F,1997,7,FUA
DE094F1996,DE094F,1996,2,FUA
DE094F1995,DE094F,1995,16,FUA
DE094F1994,DE094F,1994,19,FUA
DE094F1993,DE094F,1993,1,FUA
DE094F1992,DE094F,1992,6,FUA
DE094F1991,DE094F,1991,6,FUA
DE094F1990,DE094F,1990,9,FUA
DE094F1989,DE094F,1989,3,FUA
DE094F1988,DE094F,1988,0,FUA
DE094F1987,DE094F,1987,3,FUA
DE094F1986,DE094F,1986,7,FUA
DE094F1985,DE094F,1985,0,FUA
DE094F1984,DE094F,1984,5,FUA
DE094F1983,DE094F,1983,13,FUA
DE094F1982,DE094F,1982,8,FUA
DE094F1981,DE094F,1981,6,FUA
DE094F2021,DE094F,2021,5,FUA
DE094F2020,DE094F,2020,17,FUA
DE094F2019,DE094F,2019,14,FUA
DE094F2018,DE094F,2018,24,FUA
DE094F2017,DE094F,2017,9,FUA
DE094F2016,DE094F,2016,12,FUA
DE094F2015,DE094F,2015,11,FUA
DE094F2014,DE094F,2014,3,FUA
DE094F2013,DE094F,2013,10,FUA
DE094F2012,DE094F,2012,7,FUA
DE094F2011,DE094F,2011,1,FUA
DE094F2010,DE094F,2010,14,FUA
DE094F2009,DE094F,2009,4,FUA
DE094F2008,DE094F,2008,5,FUA
DE094F2007,DE094F,2007,2,FUA
DE094F2006,DE094F,2006,14,FUA
DE094F2005,DE094F,2005,6,FUA
DE094F2004,DE094F,2004,7,FUA
DE094F2003,DE094F,2003,18,FUA
DE094F2002,DE094F,2002,7,FUA
DE094F2001,DE094F,2001,6,FUA
DE094F2000,DE094F,2000,2,FUA
DE094F1999,DE094F,1999,2,FUA
UK031C2005,UK031C,2005,1,CITY
UK031C1987,UK031C,1987,1,CITY
UK031C1986,UK031C,1986,0,CITY
UK031C1985,UK031C,1985,0,CITY
UK031C1984,UK031C,1984,0,CITY
UK031C1983,UK031C,1983,6,CITY
UK031C1982,UK031C,1982,0,CITY
UK031C1981,UK031C,1981,0,CITY
UK031C2004,UK031C,2004,0,CITY
UK031C2003,UK031C,2003,7,CITY
UK031C2002,UK031C,2002,1,CITY
UK031C2001,UK031C,2001,1,CITY
UK031C2000,UK031C,2000,0,CITY
UK031C1999,UK031C,1999,0,CITY
UK031C1998,UK031C,1998,1,CITY
UK031C1997,UK031C,1997,0,CITY
UK031C1996,UK031C,1996,0,CITY
UK031C1995,UK031C,1995,10,CITY
UK031C1994,UK031C,1994,1,CITY
UK031C1993,UK031C,1993,0,CITY
UK031C1992,UK031C,1992,0,CITY
UK031C1991,UK031C,1991,0,CITY
UK031C1990,UK031C,1990,5,CITY
UK031C1989,UK031C,1989,3,CITY
UK031C1988,UK031C,1988,0,CITY
UK031C2021,UK031C,2021,5,CITY
UK031C2020,UK031C,2020,5,CITY
UK031C2019,UK031C,2019,2,CITY
UK031C2018,UK031C,2018,1,CITY
UK031C2017,UK031C,2017,5,CITY
UK031C2016,UK031C,2016,1,CITY
UK031C2015,UK031C,2015,1,CITY
UK031C2014,UK031C,2014,0,CITY
UK031C2013,UK031C,2013,5,CITY
UK031C2012,UK031C,2012,0,CITY
UK031C2011,UK031C,2011,0,CITY
UK031C2010,UK031C,2010,0,CITY
UK031C2009,UK031C,2009,0,CITY
UK031C2008,UK031C,2008,0,CITY
UK031C2007,UK031C,2007,0,CITY
NL037F1987,NL037F,1987,2,FUA
NL037F1986,NL037F,1986,1,FUA
NL037F1985,NL037F,1985,0,FUA
NL037F1984,NL037F,1984,1,FUA
NL037F1983,NL037F,1983,6,FUA
NL037F1982,NL037F,1982,7,FUA
NL037F1981,NL037F,1981,2,FUA
NL037F2002,NL037F,2002,5,FUA
NL037F2001,NL037F,2001,6,FUA
NL037F2000,NL037F,2000,2,FUA
NL037F1999,NL037F,1999,1,FUA
NL037F1998,NL037F,1998,3,FUA
NL037F1997,NL037F,1997,6,FUA
NL037F1996,NL037F,1996,2,FUA
NL037F1995,NL037F,1995,7,FUA
NL037F1994,NL037F,1994,9,FUA
NL037F1993,NL037F,1993,1,FUA
NL037F1992,NL037F,1992,4,FUA
NL037F1991,NL037F,1991,2,FUA
NL037F1990,NL037F,1990,3,FUA
NL037F1989,NL037F,1989,2,FUA
NL037F1988,NL037F,1988,0,FUA
NL037F2021,NL037F,2021,2,FUA
NL037F2020,NL037F,2020,11,FUA
NL037F2019,NL037F,2019,8,FUA
NL037F2018,NL037F,2018,9,FUA
NL037F2017,NL037F,2017,4,FUA
NL037F2016,NL037F,2016,7,FUA
NL037F2015,NL037F,2015,3,FUA
NL037F2014,NL037F,2014,3,FUA
NL037F2013,NL037F,2013,6,FUA
NL037F2012,NL037F,2012,4,FUA
NL037F2011,NL037F,2011,1,FUA
NL037F2010,NL037F,2010,4,FUA
NL037F2009,NL037F,2009,2,FUA
NL037F2008,NL037F,2008,2,FUA
NL037F2007,NL037F,2007,1,FUA
NL037F2006,NL037F,2006,9,FUA
NL037F2005,NL037F,2005,4,FUA
NL037F2004,NL037F,2004,2,FUA
USA52F1993,USA52F,1993,26,FUA
USA52F1992,USA52F,1992,8,FUA
USA52F1991,USA52F,1991,26,FUA
USA52F1990,USA52F,1990,21,FUA
USA52F1989,USA52F,1989,23,FUA
USA52F1988,USA52F,1988,43,FUA
USA52F1987,USA52F,1987,26,FUA
USA52F1986,USA52F,1986,13,FUA
USA52F1985,USA52F,1985,12,FUA
USA52F1984,USA52F,1984,21,FUA
USA52F1983,USA52F,1983,41,FUA
USA52F1982,USA52F,1982,17,FUA
USA52F1981,USA52F,1981,14,FUA
USA52F2021,USA52F,2021,28,FUA
USA52F2020,USA52F,2020,46,FUA
USA52F2019,USA52F,2019,32,FUA
USA52F2018,USA52F,2018,39,FUA
USA52F2017,USA52F,2017,24,FUA
USA52F2016,USA52F,2016,45,FUA
USA52F2015,USA52F,2015,29,FUA
USA52F2014,USA52F,2014,23,FUA
USA52F2013,USA52F,2013,29,FUA
USA52F2012,USA52F,2012,35,FUA
USA52F2011,USA52F,2011,28,FUA
USA52F2010,USA52F,2010,37,FUA
USA52F2009,USA52F,2009,13,FUA
USA52F2008,USA52F,2008,25,FUA
USA52F2007,USA52F,2007,34,FUA
USA52F2006,USA52F,2006,26,FUA
USA52F2005,USA52F,2005,46,FUA
USA52F2004,USA52F,2004,14,FUA
USA52F2003,USA52F,2003,25,FUA
USA52F2002,USA52F,2002,39,FUA
USA52F2001,USA52F,2001,27,FUA
USA52F2000,USA52F,2000,7,FUA
USA52F1999,USA52F,1999,35,FUA
USA52F1998,USA52F,1998,23,FUA
USA52F1997,USA52F,1997,16,FUA
USA52F1996,USA52F,1996,16,FUA
USA52F1995,USA52F,1995,39,FUA
FR035C1995,FR035C,1995,14,CITY
FR035C1994,FR035C,1994,10,CITY
FR035C1993,FR035C,1993,1,CITY
FR035C1992,FR035C,1992,5,CITY
FR035C1991,FR035C,1991,1,CITY
FR035C1990,FR035C,1990,13,CITY
FR035C1989,FR035C,1989,5,CITY
FR035C1988,FR035C,1988,1,CITY
FR035C1987,FR035C,1987,3,CITY
FR035C1986,FR035C,1986,4,CITY
FR035C1985,FR035C,1985,2,CITY
FR035C1984,FR035C,1984,3,CITY
FR035C1983,FR035C,1983,15,CITY
FR035C1982,FR035C,1982,7,CITY
FR035C1981,FR035C,1981,4,CITY
FR035C2021,FR035C,2021,5,CITY
FR035C2020,FR035C,2020,15,CITY
FR035C2019,FR035C,2019,12,CITY
FR035C2018,FR035C,2018,19,CITY
FR035C2017,FR035C,2017,12,CITY
FR035C2016,FR035C,2016,12,CITY
FR035C2015,FR035C,2015,7,CITY
FR035C2014,FR035C,2014,5,CITY
FR035C2013,FR035C,2013,7,CITY
FR035C2012,FR035C,2012,6,CITY
FR035C2011,FR035C,2011,5,CITY
FR035C2010,FR035C,2010,8,CITY
FR035C2009,FR035C,2009,4,CITY
FR035C2008,FR035C,2008,5,CITY
FR035C2007,FR035C,2007,0,CITY
FR035C2006,FR035C,2006,15,CITY
FR035C2005,FR035C,2005,8,CITY
FR035C2004,FR035C,2004,5,CITY
FR035C2003,FR035C,2003,16,CITY
FR035C2002,FR035C,2002,7,CITY
FR035C2001,FR035C,2001,11,CITY
FR035C2000,FR035C,2000,1,CITY
FR035C1999,FR035C,1999,6,CITY
FR035C1998,FR035C,1998,8,CITY
FR035C1997,FR035C,1997,11,CITY
PL053C2003,PL053C,2003,5,CITY
PL053C1987,PL053C,1987,0,CITY
PL053C1986,PL053C,1986,0,CITY
PL053C1985,PL053C,1985,2,CITY
PL053C1984,PL053C,1984,0,CITY
PL053C1983,PL053C,1983,0,CITY
PL053C1982,PL053C,1982,3,CITY
PL053C1981,PL053C,1981,0,CITY
PL053C2002,PL053C,2002,3,CITY
PL053C2001,PL053C,2001,3,CITY
PL053C2000,PL053C,2000,3,CITY
PL053C1999,PL053C,1999,1,CITY
PL053C1998,PL053C,1998,1,CITY
PL053C1997,PL053C,1997,0,CITY
PL053C1996,PL053C,1996,1,CITY
PL053C1995,PL053C,1995,4,CITY
PL053C1994,PL053C,1994,14,CITY
PL053C1993,PL053C,1993,0,CITY
PL053C1992,PL053C,1992,3,CITY
PL053C1991,PL053C,1991,2,CITY
PL053C1990,PL053C,1990,1,CITY
PL053C1989,PL053C,1989,4,CITY
PL053C1988,PL053C,1988,0,CITY
PL053C2021,PL053C,2021,7,CITY
PL053C2020,PL053C,2020,5,CITY
PL053C2019,PL053C,2019,7,CITY
PL053C2018,PL053C,2018,6,CITY
PL053C2017,PL053C,2017,1,CITY
PL053C2016,PL053C,2016,2,CITY
PL053C2015,PL053C,2015,7,CITY
PL053C2014,PL053C,2014,8,CITY
PL053C2013,PL053C,2013,4,CITY
PL053C2012,PL053C,2012,2,CITY
PL053C2011,PL053C,2011,0,CITY
PL053C2010,PL053C,2010,10,CITY
PL053C2009,PL053C,2009,0,CITY
PL053C2008,PL053C,2008,0,CITY
PL053C2007,PL053C,2007,3,CITY
PL053C2006,PL053C,2006,8,CITY
PL053C2005,PL053C,2005,2,CITY
ES047C2004,ES047C,2004,54,CITY
ES047C1987,ES047C,1987,62,CITY
ES047C1986,ES047C,1986,48,CITY
ES047C1985,ES047C,1985,62,CITY
ES047C1984,ES047C,1984,37,CITY
ES047C1983,ES047C,1983,33,CITY
ES047C1982,ES047C,1982,46,CITY
ES047C1981,ES047C,1981,56,CITY
ES047C2003,ES047C,2003,62,CITY
ES047C2002,ES047C,2002,39,CITY
ES047C2001,ES047C,2001,51,CITY
ES047C2000,ES047C,2000,41,CITY
ES047C1999,ES047C,1999,55,CITY
ES047C1998,ES047C,1998,56,CITY
ES047C1997,ES047C,1997,39,CITY
ES047C1996,ES047C,1996,44,CITY
ES047C1995,ES047C,1995,43,CITY
ES047C1994,ES047C,1994,51,CITY
ES047C1993,ES047C,1993,37,CITY
ES047C1992,ES047C,1992,51,CITY
ES047C1991,ES047C,1991,61,CITY
ES047C1990,ES047C,1990,52,CITY
ES047C1989,ES047C,1989,55,CITY
ES047C1988,ES047C,1988,46,CITY
ES047C2021,ES047C,2021,52,CITY
ES047C2020,ES047C,2020,72,CITY
ES047C2019,ES047C,2019,60,CITY
ES047C2018,ES047C,2018,72,CITY
ES047C2017,ES047C,2017,67,CITY
ES047C2016,ES047C,2016,66,CITY
ES047C2015,ES047C,2015,64,CITY
ES047C2014,ES047C,2014,38,CITY
ES047C2013,ES047C,2013,48,CITY
ES047C2012,ES047C,2012,53,CITY
ES047C2011,ES047C,2011,48,CITY
ES047C2010,ES047C,2010,65,CITY
ES047C2009,ES047C,2009,62,CITY
ES047C2008,ES047C,2008,34,CITY
ES047C2007,ES047C,2007,30,CITY
ES047C2006,ES047C,2006,67,CITY
USA01C1993,USA01C,1993,45,CITY
USA01C1992,USA01C,1992,17,CITY
USA01C1991,USA01C,1991,46,CITY
USA01C1990,USA01C,1990,32,CITY
USA01C1989,USA01C,1989,29,CITY
USA01C1988,USA01C,1988,44,CITY
USA01C1987,USA01C,1987,40,CITY
USA01C1986,USA01C,1986,26,CITY
USA01C1985,USA01C,1985,30,CITY
USA01C1984,USA01C,1984,27,CITY
USA01C1983,USA01C,1983,53,CITY
